persona_id,country,prompt_variation,overall_happiness,gdp,social_support,health,freedom,generosity,corruption,response_text
3,North Macedonia,simplified,7.0,5.0,8.0,7.0,6.0,3.0,4.0,"[7, 5, 8, 7, 6, 3, 4]"
4,North Macedonia,simplified,8.0,5.0,9.0,7.0,8.0,6.0,3.0,"[8, 5, 9, 7, 8, 6, 3]"
5,North Macedonia,simplified,6.0,5.0,8.0,7.0,6.0,3.0,4.0,"[6, 5, 8, 7, 6, 3, 4]"
6,North Macedonia,simplified,6.0,5.0,8.0,7.0,8.0,3.0,4.0,"[6, 5, 8, 7, 8, 3, 4]"
7,North Macedonia,simplified,6.0,5.0,8.0,6.0,5.0,3.0,4.0,"[6, 5, 8, 6, 5, 3, 4]"
8,North Macedonia,simplified,7.0,6.0,7.0,8.0,9.0,3.0,4.0,"[7, 6, 7, 8, 9, 3, 4]"
9,North Macedonia,simplified,8.0,5.0,10.0,7.0,8.0,6.0,4.0,"[8, 5, 10, 7, 8, 6, 4]"
10,North Macedonia,simplified,7.0,5.0,8.0,7.0,9.0,3.0,4.0,"[7, 5, 8, 7, 9, 3, 4]"
11,North Macedonia,simplified,6.0,5.0,7.0,6.0,5.0,3.0,4.0,"[6, 5, 7, 6, 5, 3, 4]"
12,North Macedonia,simplified,6.0,5.0,8.0,7.0,6.0,3.0,4.0,"[6, 5, 8, 7, 6, 3, 4]"
13,North Macedonia,simplified,7.0,5.0,8.0,6.0,7.0,3.0,4.0,"[7, 5, 8, 6, 7, 3, 4]"
14,North Macedonia,simplified,7.0,5.0,8.0,7.0,8.0,6.0,3.0,"[7, 5, 8, 7, 8, 6, 3]"
15,North Macedonia,simplified,7.0,5.0,9.0,7.0,8.0,6.0,3.0,"[7, 5, 9, 7, 8, 6, 3]"
16,North Macedonia,simplified,6.0,5.0,8.0,7.0,6.0,9.0,3.0,"[6, 5, 8, 7, 6, 9, 3]"
17,North Macedonia,simplified,5.0,4.0,7.0,6.0,3.0,2.0,4.0,"[5, 4, 7, 6, 3, 2, 4]"
18,North Macedonia,simplified,6.0,5.0,7.0,6.0,4.0,3.0,4.0,"[6, 5, 7, 6, 4, 3, 4]"
19,North Macedonia,simplified,8.0,6.0,9.0,8.0,7.0,5.0,3.0,"[8, 6, 9, 8, 7, 5, 3]"
20,North Macedonia,simplified,3.0,2.0,5.0,6.0,4.0,1.0,3.0,"[3, 2, 5, 6, 4, 1, 3]"
1,Tanzania,simplified,8.0,7.0,9.0,8.0,9.0,6.0,4.0,"[8, 7, 9, 8, 9, 6, 4]"
2,Tanzania,simplified,8.0,5.0,9.0,7.0,8.0,9.0,3.0,"[8, 5, 9, 7, 8, 9, 3]"
3,Tanzania,simplified,7.0,5.0,8.0,7.0,6.0,3.0,4.0,"[7, 5, 8, 7, 6, 3, 4]"
4,Tanzania,simplified,8.0,5.0,9.0,7.0,8.0,6.0,3.0,"[8, 5, 9, 7, 8, 6, 3]"
5,Tanzania,simplified,6.0,5.0,8.0,7.0,6.0,3.0,4.0,"[6, 5, 8, 7, 6, 3, 4]"
6,Tanzania,simplified,6.0,5.0,8.0,7.0,8.0,3.0,4.0,"[6, 5, 8, 7, 8, 3, 4]"
7,Tanzania,simplified,6.0,5.0,8.0,6.0,5.0,3.0,4.0,"[6, 5, 8, 6, 5, 3, 4]"
8,Tanzania,simplified,7.0,8.0,6.0,8.0,9.0,3.0,4.0,"[7, 8, 6, 8, 9, 3, 4]"
9,Tanzania,simplified,8.0,5.0,10.0,7.0,8.0,6.0,3.0,"[8, 5, 10, 7, 8, 6, 3]"
10,Tanzania,simplified,7.0,5.0,8.0,7.0,9.0,3.0,4.0,"[7, 5, 8, 7, 9, 3, 4]"
11,Tanzania,simplified,6.0,5.0,7.0,6.0,5.0,8.0,3.0,"[6, 5, 7, 6, 5, 8, 3]"
12,Tanzania,simplified,6.0,5.0,8.0,7.0,6.0,3.0,4.0,"[6, 5, 8, 7, 6, 3, 4]"
13,Tanzania,simplified,7.0,5.0,8.0,6.0,7.0,3.0,4.0,"[7, 5, 8, 6, 7, 3, 4]"
14,Tanzania,simplified,7.0,5.0,8.0,7.0,6.0,7.0,4.0,"[7, 5, 8, 7, 6, 7, 4]"
15,Tanzania,simplified,7.0,5.0,9.0,7.0,8.0,6.0,3.0,"[7, 5, 9, 7, 8, 6, 3]"
16,Tanzania,simplified,6.0,4.0,8.0,7.0,6.0,9.0,3.0,"[6, 4, 8, 7, 6, 9, 3]"
17,Tanzania,simplified,5.0,4.0,8.0,7.0,3.0,2.0,4.0,"[5, 4, 8, 7, 3, 2, 4]"
18,Tanzania,simplified,6.0,5.0,7.0,6.0,4.0,3.0,2.0,"[6, 5, 7, 6, 4, 3, 2]"
19,Tanzania,simplified,8.0,6.0,9.0,8.0,7.0,5.0,3.0,"[8, 6, 9, 8, 7, 5, 3]"
20,Tanzania,simplified,3.0,2.0,5.0,6.0,3.0,0.0,2.0,"[3, 2, 5, 6, 3, 0, 2]"
1,Pakistan,simplified,8.0,7.0,9.0,8.0,9.0,6.0,3.0,"[8, 7, 9, 8, 9, 6, 3]"
2,Pakistan,simplified,8.0,5.0,9.0,7.0,8.0,6.0,3.0,"[8, 5, 9, 7, 8, 6, 3]"
3,Pakistan,simplified,7.0,5.0,8.0,7.0,6.0,3.0,2.0,"[7, 5, 8, 7, 6, 3, 2]"
4,Pakistan,simplified,8.0,5.0,9.0,7.0,8.0,6.0,3.0,"[8, 5, 9, 7, 8, 6, 3]"
5,Pakistan,simplified,6.0,5.0,8.0,7.0,6.0,3.0,2.0,"[6, 5, 8, 7, 6, 3, 2]"
6,Pakistan,simplified,6.0,5.0,8.0,7.0,8.0,3.0,2.0,"[6, 5, 8, 7, 8, 3, 2]"
7,Pakistan,simplified,6.0,5.0,8.0,6.0,5.0,3.0,2.0,"[6, 5, 8, 6, 5, 3, 2]"
8,Pakistan,simplified,7.0,8.0,6.0,7.0,9.0,3.0,2.0,"[7, 8, 6, 7, 9, 3, 2]"
9,Pakistan,simplified,8.0,5.0,10.0,6.0,7.0,3.0,2.0,"[8, 5, 10, 6, 7, 3, 2]"
10,Pakistan,simplified,7.0,5.0,8.0,7.0,9.0,3.0,2.0,"[7, 5, 8, 7, 9, 3, 2]"
11,Pakistan,simplified,6.0,5.0,7.0,6.0,5.0,8.0,3.0,"[6, 5, 7, 6, 5, 8, 3]"
12,Pakistan,simplified,6.0,5.0,8.0,7.0,6.0,3.0,2.0,"[6, 5, 8, 7, 6, 3, 2]"
13,Pakistan,simplified,6.0,5.0,8.0,7.0,6.0,3.0,2.0,"[6, 5, 8, 7, 6, 3, 2]"
14,Pakistan,simplified,7.0,5.0,8.0,7.0,6.0,4.0,3.0,"[7, 5, 8, 7, 6, 4, 3]"
15,Pakistan,simplified,7.0,5.0,9.0,6.0,8.0,6.0,3.0,"[7, 5, 9, 6, 8, 6, 3]"
16,Pakistan,simplified,6.0,4.0,8.0,7.0,6.0,9.0,3.0,"[6, 4, 8, 7, 6, 9, 3]"
17,Pakistan,simplified,5.0,4.0,7.0,6.0,3.0,2.0,3.0,"[5, 4, 7, 6, 3, 2, 3]"
18,Pakistan,simplified,6.0,5.0,7.0,6.0,4.0,3.0,2.0,"[6, 5, 7, 6, 4, 3, 2]"
19,Pakistan,simplified,8.0,6.0,9.0,7.0,8.0,6.0,3.0,"[8, 6, 9, 7, 8, 6, 3]"
20,Pakistan,simplified,3.0,2.0,5.0,6.0,3.0,0.0,2.0,"[3, 2, 5, 6, 3, 0, 2]"
1,Saudi Arabia,simplified,8.0,7.0,9.0,8.0,9.0,6.0,5.0,"[8, 7, 9, 8, 9, 6, 5]"
2,Saudi Arabia,simplified,8.0,7.0,9.0,8.0,7.0,6.0,5.0,"[8, 7, 9, 8, 7, 6, 5]"
3,Saudi Arabia,simplified,7.0,5.0,8.0,7.0,6.0,3.0,4.0,"[7, 5, 8, 7, 6, 3, 4]"
4,Saudi Arabia,simplified,8.0,7.0,9.0,8.0,8.0,6.0,5.0,"[8, 7, 9, 8, 8, 6, 5]"
5,Saudi Arabia,simplified,7.0,6.0,8.0,7.0,6.0,5.0,4.0,"[7, 6, 8, 7, 6, 5, 4]"
6,Saudi Arabia,simplified,7.0,5.0,8.0,7.0,8.0,3.0,4.0,"[7, 5, 8, 7, 8, 3, 4]"
7,Saudi Arabia,simplified,6.0,7.0,8.0,5.0,6.0,3.0,4.0,"[6, 7, 8, 5, 6, 3, 4]"
8,Saudi Arabia,simplified,7.0,8.0,6.0,7.0,9.0,3.0,5.0,"[7, 8, 6, 7, 9, 3, 5]"
9,Saudi Arabia,simplified,8.0,7.0,10.0,6.0,8.0,5.0,4.0,"[8, 7, 10, 6, 8, 5, 4]"
10,Saudi Arabia,simplified,7.0,5.0,6.0,7.0,9.0,3.0,4.0,"[7, 5, 6, 7, 9, 3, 4]"
11,Saudi Arabia,simplified,6.0,7.0,8.0,6.0,5.0,6.0,4.0,"[6, 7, 8, 6, 5, 6, 4]"
12,Saudi Arabia,simplified,6.0,5.0,8.0,7.0,6.0,3.0,4.0,"[6, 5, 8, 7, 6, 3, 4]"
13,Saudi Arabia,simplified,7.0,6.0,8.0,7.0,6.0,5.0,4.0,"[7, 6, 8, 7, 6, 5, 4]"
14,Saudi Arabia,simplified,7.0,5.0,8.0,7.0,6.0,4.0,3.0,"[7, 5, 8, 7, 6, 4, 3]"
15,Saudi Arabia,simplified,8.0,6.0,9.0,7.0,8.0,5.0,4.0,"[8, 6, 9, 7, 8, 5, 4]"
16,Saudi Arabia,simplified,6.0,5.0,8.0,7.0,6.0,9.0,4.0,"[6, 5, 8, 7, 6, 9, 4]"
17,Saudi Arabia,simplified,5.0,6.0,8.0,7.0,3.0,2.0,4.0,"[5, 6, 8, 7, 3, 2, 4]"
18,Saudi Arabia,simplified,6.0,5.0,7.0,6.0,4.0,3.0,5.0,"[6, 5, 7, 6, 4, 3, 5]"
19,Saudi Arabia,simplified,8.0,7.0,9.0,8.0,8.0,6.0,4.0,"[8, 7, 9, 8, 8, 6, 4]"
20,Saudi Arabia,simplified,3.0,2.0,5.0,6.0,3.0,0.0,4.0,"[3, 2, 5, 6, 3, 0, 4]"
1,Montenegro,simplified,8.0,7.0,9.0,8.0,9.0,6.0,4.0,"[8, 7, 9, 8, 9, 6, 4]"
2,Montenegro,simplified,8.0,6.0,9.0,8.0,7.0,8.0,4.0,"[8, 6, 9, 8, 7, 8, 4]"
3,Montenegro,simplified,7.0,5.0,8.0,7.0,6.0,3.0,4.0,"[7, 5, 8, 7, 6, 3, 4]"
4,Montenegro,simplified,8.0,6.0,9.0,7.0,8.0,6.0,4.0,"[8, 6, 9, 7, 8, 6, 4]"
5,Montenegro,simplified,7.0,6.0,8.0,7.0,6.0,4.0,3.0,"[7, 6, 8, 7, 6, 4, 3]"
6,Montenegro,simplified,6.0,5.0,8.0,7.0,9.0,2.0,4.0,"[6, 5, 8, 7, 9, 2, 4]"
7,Montenegro,simplified,6.0,5.0,8.0,6.0,5.0,3.0,4.0,"[6, 5, 8, 6, 5, 3, 4]"
8,Montenegro,simplified,7.0,8.0,6.0,7.0,9.0,3.0,4.0,"[7, 8, 6, 7, 9, 3, 4]"
9,Montenegro,simplified,8.0,6.0,10.0,7.0,9.0,5.0,3.0,"[8, 6, 10, 7, 9, 5, 3]"
10,Montenegro,simplified,7.0,5.0,8.0,7.0,9.0,3.0,4.0,"[7, 5, 8, 7, 9, 3, 4]"
11,Montenegro,simplified,6.0,5.0,7.0,6.0,4.0,3.0,5.0,"[6, 5, 7, 6, 4, 3, 5]"
12,Montenegro,simplified,6.0,5.0,8.0,7.0,6.0,3.0,4.0,"[6, 5, 8, 7, 6, 3, 4]"
13,Montenegro,simplified,7.0,5.0,8.0,6.0,7.0,3.0,4.0,"[7, 5, 8, 6, 7, 3, 4]"
14,Montenegro,simplified,7.0,5.0,8.0,7.0,6.0,4.0,3.0,"[7, 5, 8, 7, 6, 4, 3]"
15,Montenegro,simplified,8.0,5.0,9.0,7.0,8.0,6.0,3.0,"[8, 5, 9, 7, 8, 6, 3]"
16,Montenegro,simplified,6.0,5.0,8.0,7.0,6.0,9.0,3.0,"[6, 5, 8, 7, 6, 9, 3]"
17,Montenegro,simplified,5.0,4.0,7.0,6.0,3.0,2.0,4.0,"[5, 4, 7, 6, 3, 2, 4]"
18,Montenegro,simplified,6.0,5.0,7.0,6.0,4.0,3.0,5.0,"[6, 5, 7, 6, 4, 3, 5]"
19,Montenegro,simplified,8.0,7.0,9.0,8.0,9.0,6.0,4.0,"[8, 7, 9, 8, 9, 6, 4]"
20,Montenegro,simplified,3.0,2.0,5.0,6.0,4.0,1.0,3.0,"[3, 2, 5, 6, 4, 1, 3]"
1,Uruguay,simplified,8.0,7.0,9.0,8.0,9.0,6.0,5.0,"[8, 7, 9, 8, 9, 6, 5]"
2,Uruguay,simplified,8.0,7.0,9.0,8.0,8.0,6.0,5.0,"[8, 7, 9, 8, 8, 6, 5]"
3,Uruguay,simplified,7.0,5.0,8.0,7.0,8.0,6.0,5.0,"[7, 5, 8, 7, 8, 6, 5]"
4,Uruguay,simplified,8.0,6.0,9.0,7.0,8.0,6.0,5.0,"[8, 6, 9, 7, 8, 6, 5]"
5,Uruguay,simplified,7.0,6.0,8.0,7.0,6.0,5.0,4.0,"[7, 6, 8, 7, 6, 5, 4]"
6,Uruguay,simplified,7.0,6.0,8.0,7.0,9.0,3.0,5.0,"[7, 6, 8, 7, 9, 3, 5]"
7,Uruguay,simplified,6.0,7.0,8.0,5.0,6.0,3.0,4.0,"[6, 7, 8, 5, 6, 3, 4]"
8,Uruguay,simplified,7.0,8.0,6.0,7.0,9.0,4.0,5.0,"[7, 8, 6, 7, 9, 4, 5]"
9,Uruguay,simplified,8.0,6.0,10.0,7.0,9.0,5.0,4.0,"[8, 6, 10, 7, 9, 5, 4]"
10,Uruguay,simplified,7.0,5.0,8.0,7.0,9.0,3.0,6.0,"[7, 5, 8, 7, 9, 3, 6]"
11,Uruguay,simplified,6.0,5.0,8.0,7.0,6.0,4.0,5.0,"[6, 5, 8, 7, 6, 4, 5]"
12,Uruguay,simplified,7.0,5.0,9.0,8.0,6.0,3.0,6.0,"[7, 5, 9, 8, 6, 3, 6]"
13,Uruguay,simplified,7.0,6.0,8.0,7.0,8.0,5.0,4.0,"[7, 6, 8, 7, 8, 5, 4]"
14,Uruguay,simplified,7.0,5.0,8.0,7.0,8.0,6.0,5.0,"[7, 5, 8, 7, 8, 6, 5]"
15,Uruguay,simplified,8.0,6.0,9.0,7.0,8.0,6.0,5.0,"[8, 6, 9, 7, 8, 6, 5]"
16,Uruguay,simplified,6.0,5.0,8.0,7.0,6.0,9.0,4.0,"[6, 5, 8, 7, 6, 9, 4]"
17,Uruguay,simplified,5.0,6.0,8.0,7.0,4.0,2.0,5.0,"[5, 6, 8, 7, 4, 2, 5]"
18,Uruguay,simplified,6.0,5.0,7.0,6.0,4.0,3.0,5.0,"[6, 5, 7, 6, 4, 3, 5]"
19,Uruguay,simplified,8.0,7.0,9.0,8.0,9.0,6.0,5.0,"[8, 7, 9, 8, 9, 6, 5]"
20,Uruguay,simplified,3.0,2.0,5.0,6.0,4.0,1.0,3.0,"[3, 2, 5, 6, 4, 1, 3]"
1,Mauritius,simplified,8.0,7.0,9.0,8.0,9.0,6.0,5.0,"[8, 7, 9, 8, 9, 6, 5]"
2,Mauritius,simplified,8.0,7.0,9.0,8.0,7.0,6.0,5.0,"[8, 7, 9, 8, 7, 6, 5]"
3,Mauritius,simplified,7.0,5.0,8.0,7.0,6.0,4.0,3.0,"[7, 5, 8, 7, 6, 4, 3]"
4,Mauritius,simplified,8.0,7.0,9.0,8.0,9.0,6.0,5.0,"[8, 7, 9, 8, 9, 6, 5]"
5,Mauritius,simplified,7.0,6.0,8.0,7.0,6.0,4.0,5.0,"[7, 6, 8, 7, 6, 4, 5]"
6,Mauritius,simplified,7.0,5.0,8.0,7.0,9.0,3.0,4.0,"[7, 5, 8, 7, 9, 3, 4]"
7,Mauritius,simplified,6.0,7.0,8.0,5.0,6.0,3.0,4.0,"[6, 7, 8, 5, 6, 3, 4]"
8,Mauritius,simplified,7.0,8.0,6.0,7.0,9.0,3.0,5.0,"[7, 8, 6, 7, 9, 3, 5]"
9,Mauritius,simplified,8.0,6.0,10.0,7.0,9.0,5.0,4.0,"[8, 6, 10, 7, 9, 5, 4]"
10,Mauritius,simplified,7.0,5.0,8.0,7.0,9.0,3.0,6.0,"[7, 5, 8, 7, 9, 3, 6]"
11,Mauritius,simplified,6.0,5.0,7.0,6.0,5.0,6.0,4.0,"[6, 5, 7, 6, 5, 6, 4]"
12,Mauritius,simplified,7.0,5.0,8.0,7.0,6.0,3.0,5.0,"[7, 5, 8, 7, 6, 3, 5]"
13,Mauritius,simplified,7.0,6.0,8.0,7.0,8.0,5.0,4.0,"[7, 6, 8, 7, 8, 5, 4]"
14,Mauritius,simplified,8.0,5.0,9.0,7.0,8.0,6.0,4.0,"[8, 5, 9, 7, 8, 6, 4]"
15,Mauritius,simplified,8.0,5.0,9.0,7.0,8.0,6.0,4.0,"[8, 5, 9, 7, 8, 6, 4]"
16,Mauritius,simplified,6.0,5.0,8.0,7.0,6.0,9.0,4.0,"[6, 5, 8, 7, 6, 9, 4]"
17,Mauritius,simplified,6.0,5.0,8.0,7.0,4.0,2.0,3.0,"[6, 5, 8, 7, 4, 2, 3]"
18,Mauritius,simplified,6.0,5.0,7.0,6.0,4.0,3.0,5.0,"[6, 5, 7, 6, 4, 3, 5]"
19,Mauritius,simplified,8.0,7.0,9.0,8.0,9.0,6.0,5.0,"[8, 7, 9, 8, 9, 6, 5]"
20,Mauritius,simplified,3.0,2.0,5.0,6.0,4.0,1.0,3.0,"[3, 2, 5, 6, 4, 1, 3]"
1,Spain,simplified,8.0,7.0,9.0,8.0,9.0,6.0,5.0,"[8, 7, 9, 8, 9, 6, 5]"
2,Spain,simplified,8.0,6.0,9.0,8.0,7.0,9.0,5.0,"[8, 6, 9, 8, 7, 9, 5]"
3,Spain,simplified,7.0,5.0,9.0,8.0,7.0,3.0,4.0,"[7, 5, 9, 8, 7, 3, 4]"
4,Spain,simplified,8.0,6.0,9.0,7.0,8.0,6.0,4.0,"[8, 6, 9, 7, 8, 6, 4]"
5,Spain,simplified,7.0,6.0,8.0,7.0,6.0,4.0,3.0,"[7, 6, 8, 7, 6, 4, 3]"
6,Spain,simplified,7.0,5.0,8.0,7.0,9.0,2.0,4.0,"[7, 5, 8, 7, 9, 2, 4]"
7,Spain,simplified,6.0,5.0,8.0,6.0,5.0,3.0,4.0,"[6, 5, 8, 6, 5, 3, 4]"
8,Spain,simplified,7.0,8.0,6.0,8.0,9.0,5.0,4.0,"[7, 8, 6, 8, 9, 5, 4]"
9,Spain,simplified,8.0,6.0,10.0,7.0,9.0,5.0,4.0,"[8, 6, 10, 7, 9, 5, 4]"
10,Spain,simplified,7.0,5.0,8.0,7.0,9.0,3.0,4.0,"[7, 5, 8, 7, 9, 3, 4]"
11,Spain,simplified,6.0,5.0,8.0,7.0,6.0,4.0,3.0,"[6, 5, 8, 7, 6, 4, 3]"
12,Spain,simplified,6.0,5.0,8.0,7.0,6.0,3.0,4.0,"[6, 5, 8, 7, 6, 3, 4]"
13,Spain,simplified,7.0,6.0,8.0,7.0,8.0,5.0,4.0,"[7, 6, 8, 7, 8, 5, 4]"
14,Spain,simplified,7.0,5.0,8.0,7.0,8.0,6.0,4.0,"[7, 5, 8, 7, 8, 6, 4]"
15,Spain,simplified,8.0,6.0,9.0,7.0,8.0,5.0,4.0,"[8, 6, 9, 7, 8, 5, 4]"
16,Spain,simplified,6.0,5.0,8.0,7.0,6.0,9.0,3.0,"[6, 5, 8, 7, 6, 9, 3]"
17,Spain,simplified,5.0,4.0,7.0,6.0,3.0,2.0,4.0,"[5, 4, 7, 6, 3, 2, 4]"
18,Spain,simplified,6.0,5.0,7.0,6.0,4.0,3.0,4.0,"[6, 5, 7, 6, 4, 3, 4]"
19,Spain,simplified,8.0,7.0,9.0,8.0,9.0,6.0,4.0,"[8, 7, 9, 8, 9, 6, 4]"
20,Spain,simplified,3.0,2.0,5.0,6.0,4.0,1.0,3.0,"[3, 2, 5, 6, 4, 1, 3]"
1,Niger,simplified,7.0,6.0,8.0,7.0,8.0,5.0,3.0,"[7, 6, 8, 7, 8, 5, 3]"
2,Niger,simplified,7.0,5.0,9.0,7.0,6.0,8.0,3.0,"[7, 5, 9, 7, 6, 8, 3]"
3,Niger,simplified,7.0,5.0,8.0,7.0,6.0,3.0,2.0,"[7, 5, 8, 7, 6, 3, 2]"
4,Niger,simplified,8.0,5.0,9.0,7.0,8.0,6.0,3.0,"[8, 5, 9, 7, 8, 6, 3]"
5,Niger,simplified,6.0,5.0,8.0,7.0,6.0,3.0,2.0,"[6, 5, 8, 7, 6, 3, 2]"
6,Niger,simplified,6.0,5.0,8.0,7.0,8.0,3.0,2.0,"[6, 5, 8, 7, 8, 3, 2]"
7,Niger,simplified,6.0,5.0,8.0,6.0,5.0,3.0,2.0,"[6, 5, 8, 6, 5, 3, 2]"
8,Niger,simplified,7.0,8.0,6.0,7.0,9.0,5.0,3.0,"[7, 8, 6, 7, 9, 5, 3]"
9,Niger,simplified,8.0,5.0,10.0,6.0,7.0,3.0,2.0,"[8, 5, 10, 6, 7, 3, 2]"
10,Niger,simplified,6.0,5.0,7.0,8.0,9.0,3.0,4.0,"[6, 5, 7, 8, 9, 3, 4]"
11,Niger,simplified,6.0,5.0,7.0,6.0,5.0,8.0,3.0,"[6, 5, 7, 6, 5, 8, 3]"
12,Niger,simplified,6.0,5.0,8.0,7.0,6.0,3.0,2.0,"[6, 5, 8, 7, 6, 3, 2]"
13,Niger,simplified,6.0,5.0,8.0,7.0,7.0,3.0,2.0,"[6, 5, 8, 7, 7, 3, 2]"
14,Niger,simplified,7.0,4.0,8.0,7.0,6.0,5.0,3.0,"[7, 4, 8, 7, 6, 5, 3]"
15,Niger,simplified,6.0,5.0,8.0,7.0,6.0,4.0,3.0,"[6, 5, 8, 7, 6, 4, 3]"
16,Niger,simplified,6.0,4.0,8.0,7.0,6.0,9.0,3.0,"[6, 4, 8, 7, 6, 9, 3]"
17,Niger,simplified,5.0,4.0,8.0,6.0,3.0,2.0,1.0,"[5, 4, 8, 6, 3, 2, 1]"
18,Niger,simplified,6.0,5.0,7.0,6.0,4.0,3.0,2.0,"[6, 5, 7, 6, 4, 3, 2]"
19,Niger,simplified,7.0,5.0,8.0,7.0,8.0,6.0,3.0,"[7, 5, 8, 7, 8, 6, 3]"
20,Niger,simplified,3.0,2.0,5.0,4.0,3.0,1.0,2.0,"[3, 2, 5, 4, 3, 1, 2]"
1,Bulgaria,concise_persona,8.0,7.0,9.0,8.0,9.0,6.0,4.0,"[8, 7, 9, 8, 9, 6, 4]"
2,Bulgaria,concise_persona,8.0,6.0,9.0,7.0,8.0,7.0,4.0,"[8, 6, 9, 7, 8, 7, 4]"
3,Bulgaria,concise_persona,7.0,5.0,8.0,7.0,8.0,3.0,4.0,"[7, 5, 8, 7, 8, 3, 4]"
4,Bulgaria,concise_persona,8.0,6.0,9.0,7.0,8.0,6.0,3.0,"[8, 6, 9, 7, 8, 6, 3]"
5,Bulgaria,concise_persona,7.0,6.0,8.0,7.0,6.0,3.0,4.0,"[7, 6, 8, 7, 6, 3, 4]"
6,Bulgaria,concise_persona,6.0,5.0,8.0,7.0,8.0,3.0,4.0,"[6, 5, 8, 7, 8, 3, 4]"
7,Bulgaria,concise_persona,6.0,5.0,8.0,6.0,5.0,3.0,4.0,"[6, 5, 8, 6, 5, 3, 4]"
8,Bulgaria,concise_persona,7.0,6.0,7.0,8.0,9.0,3.0,4.0,"[7, 6, 7, 8, 9, 3, 4]"
9,Bulgaria,concise_persona,8.0,5.0,10.0,6.0,8.0,3.0,4.0,"[8, 5, 10, 6, 8, 3, 4]"
10,Bulgaria,concise_persona,7.0,5.0,8.0,7.0,9.0,3.0,4.0,"[7, 5, 8, 7, 9, 3, 4]"
11,Bulgaria,concise_persona,6.0,5.0,7.0,6.0,4.0,3.0,2.0,"[6, 5, 7, 6, 4, 3, 2]"
12,Bulgaria,concise_persona,6.0,5.0,8.0,7.0,6.0,3.0,4.0,"[6, 5, 8, 7, 6, 3, 4]"
13,Bulgaria,concise_persona,7.0,5.0,8.0,6.0,7.0,3.0,4.0,"[7, 5, 8, 6, 7, 3, 4]"
14,Bulgaria,concise_persona,7.0,5.0,8.0,7.0,8.0,6.0,3.0,"[7, 5, 8, 7, 8, 6, 3]"
15,Bulgaria,concise_persona,8.0,5.0,9.0,7.0,8.0,6.0,3.0,"[8, 5, 9, 7, 8, 6, 3]"
16,Bulgaria,concise_persona,6.0,5.0,8.0,7.0,6.0,9.0,3.0,"[6, 5, 8, 7, 6, 9, 3]"
17,Bulgaria,concise_persona,5.0,4.0,7.0,6.0,3.0,2.0,4.0,"[5, 4, 7, 6, 3, 2, 4]"
18,Bulgaria,concise_persona,6.0,5.0,7.0,6.0,4.0,3.0,2.0,"[6, 5, 7, 6, 4, 3, 2]"
19,Bulgaria,concise_persona,8.0,7.0,9.0,8.0,8.0,6.0,3.0,"[8, 7, 9, 8, 8, 6, 3]"
20,Bulgaria,concise_persona,3.0,2.0,4.0,5.0,3.0,1.0,2.0,"[3, 2, 4, 5, 3, 1, 2]"
1,North Macedonia,concise_persona,8.0,7.0,9.0,8.0,9.0,6.0,4.0,"[8, 7, 9, 8, 9, 6, 4]"
2,North Macedonia,concise_persona,8.0,6.0,9.0,7.0,8.0,7.0,4.0,"[8, 6, 9, 7, 8, 7, 4]"
3,North Macedonia,concise_persona,7.0,5.0,8.0,7.0,8.0,3.0,4.0,"[7, 5, 8, 7, 8, 3, 4]"
4,North Macedonia,concise_persona,8.0,5.0,9.0,7.0,8.0,6.0,3.0,"[8, 5, 9, 7, 8, 6, 3]"
5,North Macedonia,concise_persona,7.0,5.0,8.0,6.0,7.0,3.0,4.0,"[7, 5, 8, 6, 7, 3, 4]"
6,North Macedonia,concise_persona,6.0,5.0,8.0,7.0,8.0,3.0,4.0,"[6, 5, 8, 7, 8, 3, 4]"
7,North Macedonia,concise_persona,6.0,5.0,8.0,6.0,5.0,3.0,4.0,"[6, 5, 8, 6, 5, 3, 4]"
8,North Macedonia,concise_persona,7.0,6.0,8.0,8.0,9.0,3.0,4.0,"[7, 6, 8, 8, 9, 3, 4]"
9,North Macedonia,concise_persona,8.0,6.0,10.0,7.0,9.0,3.0,4.0,"[8, 6, 10, 7, 9, 3, 4]"
10,North Macedonia,concise_persona,7.0,5.0,8.0,7.0,9.0,3.0,4.0,"[7, 5, 8, 7, 9, 3, 4]"
11,North Macedonia,concise_persona,6.0,5.0,7.0,6.0,4.0,3.0,2.0,"[6, 5, 7, 6, 4, 3, 2]"
12,North Macedonia,concise_persona,6.0,5.0,8.0,7.0,6.0,3.0,4.0,"[6, 5, 8, 7, 6, 3, 4]"
13,North Macedonia,concise_persona,7.0,5.0,8.0,6.0,7.0,3.0,4.0,"[7, 5, 8, 6, 7, 3, 4]"
14,North Macedonia,concise_persona,7.0,5.0,8.0,7.0,8.0,6.0,3.0,"[7, 5, 8, 7, 8, 6, 3]"
15,North Macedonia,concise_persona,7.0,5.0,9.0,7.0,8.0,6.0,3.0,"[7, 5, 9, 7, 8, 6, 3]"
16,North Macedonia,concise_persona,6.0,5.0,8.0,7.0,6.0,9.0,3.0,"[6, 5, 8, 7, 6, 9, 3]"
17,North Macedonia,concise_persona,5.0,4.0,7.0,6.0,3.0,2.0,3.0,"[5, 4, 7, 6, 3, 2, 3]"
18,North Macedonia,concise_persona,6.0,5.0,7.0,6.0,4.0,3.0,2.0,"[6, 5, 7, 6, 4, 3, 2]"
