persona_id,country,temperature,use_chain_of_thought,overall_happiness,gdp,social_support,health,freedom,generosity,corruption,response_text
13,Tanzania,0.0,False,7.0,5.0,8.0,6.0,7.0,4.0,3.0,"[7, 5, 8, 6, 7, 4, 3]"
14,Tanzania,0.0,False,7.0,5.0,8.0,7.0,6.0,5.0,3.0,"[7, 5, 8, 7, 6, 5, 3]"
15,Tanzania,0.0,False,7.0,5.0,9.0,6.0,7.0,6.0,3.0,"[7, 5, 9, 6, 7, 6, 3]"
16,Tanzania,0.0,False,6.0,5.0,9.0,7.0,6.0,8.0,3.0,"[6, 5, 9, 7, 6, 8, 3]"
17,Tanzania,0.0,False,6.0,5.0,7.0,6.0,4.0,3.0,2.0,"[6, 5, 7, 6, 4, 3, 2]"
18,Tanzania,0.0,False,6.0,5.0,7.0,6.0,5.0,4.0,3.0,"[6, 5, 7, 6, 5, 4, 3]"
19,Tanzania,0.0,False,7.0,6.0,8.0,7.0,8.0,6.0,3.0,"[7, 6, 8, 7, 8, 6, 3]"
20,Tanzania,0.0,False,3.0,2.0,5.0,4.0,3.0,1.0,2.0,"[3, 2, 5, 4, 3, 1, 2]"
1,Cameroon,0.0,False,7.0,6.0,9.0,8.0,7.0,5.0,3.0,"[7, 6, 9, 8, 7, 5, 3]"
2,Cameroon,0.0,False,7.0,5.0,9.0,7.0,6.0,8.0,3.0,"[7, 5, 9, 7, 6, 8, 3]"
3,Cameroon,0.0,False,6.0,5.0,8.0,7.0,6.0,4.0,3.0,"[6, 5, 8, 7, 6, 4, 3]"
4,Cameroon,0.0,False,7.0,5.0,9.0,7.0,8.0,6.0,3.0,"[7, 5, 9, 7, 8, 6, 3]"
5,Cameroon,0.0,False,7.0,5.0,8.0,6.0,7.0,4.0,3.0,"[7, 5, 8, 6, 7, 4, 3]"
6,Cameroon,0.0,False,6.0,5.0,8.0,7.0,8.0,3.0,2.0,"[6, 5, 8, 7, 8, 3, 2]"
7,Cameroon,0.0,False,6.0,5.0,7.0,6.0,5.0,3.0,2.0,"[6, 5, 7, 6, 5, 3, 2]"
8,Cameroon,0.0,False,6.0,5.0,7.0,6.0,8.0,4.0,3.0,"[6, 5, 7, 6, 8, 4, 3]"
9,Cameroon,0.0,False,8.0,5.0,10.0,6.0,7.0,4.0,3.0,"[8, 5, 10, 6, 7, 4, 3]"
10,Cameroon,0.0,False,6.0,5.0,7.0,6.0,8.0,4.0,3.0,"[6, 5, 7, 6, 8, 4, 3]"
11,Cameroon,0.0,False,6.0,5.0,7.0,6.0,5.0,6.0,3.0,"[6, 5, 7, 6, 5, 6, 3]"
12,Cameroon,0.0,False,6.0,5.0,9.0,7.0,6.0,3.0,2.0,"[6, 5, 9, 7, 6, 3, 2]"
13,Cameroon,0.0,False,6.0,5.0,7.0,6.0,7.0,4.0,3.0,"[6, 5, 7, 6, 7, 4, 3]"
14,Cameroon,0.0,False,7.0,5.0,8.0,7.0,6.0,5.0,3.0,"[7, 5, 8, 7, 6, 5, 3]"
15,Cameroon,0.0,False,7.0,5.0,9.0,6.0,7.0,6.0,3.0,"[7, 5, 9, 6, 7, 6, 3]"
16,Cameroon,0.0,False,6.0,5.0,8.0,7.0,6.0,9.0,3.0,"[6, 5, 8, 7, 6, 9, 3]"
17,Cameroon,0.0,False,5.0,4.0,7.0,6.0,4.0,3.0,2.0,"[5, 4, 7, 6, 4, 3, 2]"
18,Cameroon,0.0,False,6.0,5.0,7.0,6.0,5.0,3.0,4.0,"[6, 5, 7, 6, 5, 3, 4]"
19,Cameroon,0.0,False,7.0,5.0,8.0,7.0,6.0,5.0,3.0,"[7, 5, 8, 7, 6, 5, 3]"
20,Cameroon,0.0,False,3.0,2.0,5.0,4.0,3.0,1.0,2.0,"[3, 2, 5, 4, 3, 1, 2]"
1,Israel,0.0,False,7.0,6.0,9.0,8.0,8.0,6.0,5.0,"[7, 6, 9, 8, 8, 6, 5]"
2,Israel,0.0,False,8.0,7.0,9.0,8.0,7.0,6.0,5.0,"[8, 7, 9, 8, 7, 6, 5]"
3,Israel,0.0,False,7.0,5.0,9.0,7.0,8.0,6.0,3.0,"[7, 5, 9, 7, 8, 6, 3]"
4,Israel,0.0,False,7.0,6.0,9.0,7.0,8.0,6.0,5.0,"[7, 6, 9, 7, 8, 6, 5]"
5,Israel,0.0,False,7.0,6.0,9.0,7.0,6.0,4.0,3.0,"[7, 6, 9, 7, 6, 4, 3]"
6,Israel,0.0,False,7.0,5.0,9.0,7.0,8.0,3.0,4.0,"[7, 5, 9, 7, 8, 3, 4]"
7,Israel,0.0,False,6.0,5.0,7.0,6.0,6.0,4.0,3.0,"[6, 5, 7, 6, 6, 4, 3]"
8,Israel,0.0,False,7.0,6.0,7.0,8.0,9.0,4.0,5.0,"[7, 6, 7, 8, 9, 4, 5]"
9,Israel,0.0,False,8.0,7.0,10.0,6.0,8.0,5.0,6.0,"[8, 7, 10, 6, 8, 5, 6]"
10,Israel,0.0,False,7.0,5.0,7.0,6.0,8.0,4.0,3.0,"[7, 5, 7, 6, 8, 4, 3]"
11,Israel,0.0,False,6.0,5.0,7.0,6.0,5.0,8.0,3.0,"[6, 5, 7, 6, 5, 8, 3]"
12,Israel,0.0,False,7.0,5.0,9.0,7.0,6.0,4.0,3.0,"[7, 5, 9, 7, 6, 4, 3]"
13,Israel,0.0,False,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"[7, 6, 8, 7, 7, 5, 4]"
14,Israel,0.0,False,7.0,5.0,8.0,7.0,6.0,5.0,3.0,"[7, 5, 8, 7, 6, 5, 3]"
15,Israel,0.0,False,7.0,6.0,9.0,7.0,8.0,6.0,5.0,"[7, 6, 9, 7, 8, 6, 5]"
16,Israel,0.0,False,6.0,5.0,9.0,7.0,6.0,8.0,3.0,"[6, 5, 9, 7, 6, 8, 3]"
17,Israel,0.0,False,6.0,5.0,7.0,6.0,4.0,3.0,5.0,"[6, 5, 7, 6, 4, 3, 5]"
18,Israel,0.0,False,6.0,5.0,7.0,6.0,5.0,4.0,3.0,"[6, 5, 7, 6, 5, 4, 3]"
19,Israel,0.0,False,7.0,6.0,8.0,7.0,8.0,6.0,5.0,"[7, 6, 8, 7, 8, 6, 5]"
20,Israel,0.0,False,3.0,4.0,6.0,5.0,4.0,2.0,3.0,"[3, 4, 6, 5, 4, 2, 3]"
1,Nepal,0.0,False,7.0,6.0,9.0,8.0,8.0,6.0,3.0,"[7, 6, 9, 8, 8, 6, 3]"
2,Nepal,0.0,False,7.0,5.0,9.0,7.0,8.0,6.0,3.0,"[7, 5, 9, 7, 8, 6, 3]"
3,Nepal,0.0,False,7.0,5.0,9.0,7.0,6.0,4.0,3.0,"[7, 5, 9, 7, 6, 4, 3]"
4,Nepal,0.0,False,7.0,5.0,9.0,7.0,8.0,6.0,3.0,"[7, 5, 9, 7, 8, 6, 3]"
5,Nepal,0.0,False,7.0,5.0,8.0,6.0,6.0,4.0,3.0,"[7, 5, 8, 6, 6, 4, 3]"
6,Nepal,0.0,False,6.0,5.0,9.0,7.0,8.0,3.0,4.0,"[6, 5, 9, 7, 8, 3, 4]"
7,Nepal,0.0,False,6.0,5.0,7.0,6.0,5.0,3.0,4.0,"[6, 5, 7, 6, 5, 3, 4]"
8,Nepal,0.0,False,7.0,6.0,7.0,6.0,8.0,5.0,3.0,"[7, 6, 7, 6, 8, 5, 3]"
9,Nepal,0.0,False,8.0,6.0,9.0,7.0,8.0,6.0,3.0,"[8, 6, 9, 7, 8, 6, 3]"
10,Nepal,0.0,False,7.0,5.0,8.0,7.0,9.0,6.0,3.0,"[7, 5, 8, 7, 9, 6, 3]"
11,Nepal,0.0,False,6.0,5.0,7.0,6.0,5.0,8.0,3.0,"[6, 5, 7, 6, 5, 8, 3]"
12,Nepal,0.0,False,6.0,5.0,8.0,7.0,6.0,4.0,3.0,"[6, 5, 8, 7, 6, 4, 3]"
13,Nepal,0.0,False,7.0,5.0,8.0,6.0,7.0,4.0,3.0,"[7, 5, 8, 6, 7, 4, 3]"
14,Nepal,0.0,False,7.0,5.0,8.0,7.0,6.0,5.0,3.0,"[7, 5, 8, 7, 6, 5, 3]"
15,Nepal,0.0,False,7.0,5.0,9.0,6.0,8.0,6.0,3.0,"[7, 5, 9, 6, 8, 6, 3]"
16,Nepal,0.0,False,6.0,5.0,9.0,7.0,6.0,8.0,3.0,"[6, 5, 9, 7, 6, 8, 3]"
17,Nepal,0.0,False,5.0,4.0,7.0,6.0,4.0,3.0,2.0,"[5, 4, 7, 6, 4, 3, 2]"
18,Nepal,0.0,False,6.0,5.0,7.0,6.0,5.0,3.0,4.0,"[6, 5, 7, 6, 5, 3, 4]"
19,Nepal,0.0,False,7.0,6.0,8.0,7.0,8.0,6.0,3.0,"[7, 6, 8, 7, 8, 6, 3]"
20,Nepal,0.0,False,3.0,2.0,5.0,4.0,2.0,1.0,3.0,"[3, 2, 5, 4, 2, 1, 3]"
1,Armenia,0.0,False,7.0,6.0,9.0,8.0,7.0,5.0,4.0,"[7, 6, 9, 8, 7, 5, 4]"
2,Armenia,0.0,False,7.0,5.0,9.0,8.0,7.0,6.0,3.0,"[7, 5, 9, 8, 7, 6, 3]"
3,Armenia,0.0,False,7.0,5.0,8.0,7.0,6.0,4.0,3.0,"[7, 5, 8, 7, 6, 4, 3]"
4,Armenia,0.0,False,7.0,5.0,9.0,7.0,8.0,6.0,3.0,"[7, 5, 9, 7, 8, 6, 3]"
5,Armenia,0.0,False,7.0,5.0,8.0,6.0,7.0,4.0,3.0,"[7, 5, 8, 6, 7, 4, 3]"
6,Armenia,0.0,False,6.0,5.0,8.0,7.0,8.0,3.0,4.0,"[6, 5, 8, 7, 8, 3, 4]"
7,Armenia,0.0,False,6.0,5.0,7.0,6.0,5.0,3.0,4.0,"[6, 5, 7, 6, 5, 3, 4]"
8,Armenia,0.0,False,7.0,6.0,7.0,8.0,8.0,5.0,3.0,"[7, 6, 7, 8, 8, 5, 3]"
9,Armenia,0.0,False,8.0,6.0,10.0,7.0,8.0,5.0,3.0,"[8, 6, 10, 7, 8, 5, 3]"
10,Armenia,0.0,False,7.0,5.0,7.0,6.0,8.0,4.0,3.0,"[7, 5, 7, 6, 8, 4, 3]"
11,Armenia,0.0,False,6.0,5.0,7.0,6.0,5.0,6.0,3.0,"[6, 5, 7, 6, 5, 6, 3]"
12,Armenia,0.0,False,6.0,5.0,9.0,7.0,6.0,4.0,3.0,"[6, 5, 9, 7, 6, 4, 3]"
13,Armenia,0.0,False,7.0,5.0,8.0,6.0,7.0,4.0,3.0,"[7, 5, 8, 6, 7, 4, 3]"
14,Armenia,0.0,False,7.0,5.0,8.0,7.0,6.0,5.0,3.0,"[7, 5, 8, 7, 6, 5, 3]"
15,Armenia,0.0,False,7.0,5.0,9.0,7.0,6.0,8.0,3.0,"[7, 5, 9, 7, 6, 8, 3]"
16,Armenia,0.0,False,6.0,5.0,9.0,7.0,6.0,8.0,3.0,"[6, 5, 9, 7, 6, 8, 3]"
17,Armenia,0.0,False,5.0,4.0,7.0,6.0,4.0,3.0,2.0,"[5, 4, 7, 6, 4, 3, 2]"
18,Armenia,0.0,False,6.0,5.0,7.0,6.0,5.0,4.0,3.0,"[6, 5, 7, 6, 5, 4, 3]"
19,Armenia,0.0,False,7.0,6.0,8.0,7.0,8.0,6.0,3.0,"[7, 6, 8, 7, 8, 6, 3]"
20,Armenia,0.0,False,3.0,2.0,5.0,4.0,3.0,1.0,2.0,"[3, 2, 5, 4, 3, 1, 2]"
1,Dominican Republic,0.0,False,7.0,6.0,9.0,8.0,8.0,6.0,3.0,"[7, 6, 9, 8, 8, 6, 3]"
2,Dominican Republic,0.0,False,8.0,6.0,9.0,7.0,8.0,7.0,3.0,"[8, 6, 9, 7, 8, 7, 3]"
3,Dominican Republic,0.0,False,7.0,5.0,9.0,7.0,6.0,4.0,3.0,"[7, 5, 9, 7, 6, 4, 3]"
4,Dominican Republic,0.0,False,7.0,5.0,9.0,7.0,8.0,6.0,3.0,"[7, 5, 9, 7, 8, 6, 3]"
5,Dominican Republic,0.0,False,7.0,5.0,8.0,6.0,7.0,4.0,3.0,"[7, 5, 8, 6, 7, 4, 3]"
6,Dominican Republic,0.0,False,6.0,5.0,9.0,7.0,8.0,3.0,4.0,"[6, 5, 9, 7, 8, 3, 4]"
7,Dominican Republic,0.0,False,6.0,5.0,8.0,6.0,7.0,3.0,2.0,"[6, 5, 8, 6, 7, 3, 2]"
8,Dominican Republic,0.0,False,7.0,6.0,7.0,8.0,9.0,4.0,3.0,"[7, 6, 7, 8, 9, 4, 3]"
9,Dominican Republic,0.0,False,8.0,6.0,10.0,7.0,8.0,5.0,3.0,"[8, 6, 10, 7, 8, 5, 3]"
10,Dominican Republic,0.0,False,7.0,5.0,8.0,6.0,9.0,4.0,3.0,"[7, 5, 8, 6, 9, 4, 3]"
11,Dominican Republic,0.0,False,6.0,5.0,7.0,6.0,5.0,6.0,3.0,"[6, 5, 7, 6, 5, 6, 3]"
12,Dominican Republic,0.0,False,6.0,5.0,9.0,7.0,6.0,4.0,3.0,"[6, 5, 9, 7, 6, 4, 3]"
13,Dominican Republic,0.0,False,7.0,5.0,8.0,6.0,7.0,4.0,3.0,"[7, 5, 8, 6, 7, 4, 3]"
14,Dominican Republic,0.0,False,7.0,5.0,8.0,6.0,7.0,6.0,3.0,"[7, 5, 8, 6, 7, 6, 3]"
15,Dominican Republic,0.0,False,7.0,5.0,9.0,7.0,8.0,6.0,3.0,"[7, 5, 9, 7, 8, 6, 3]"
16,Dominican Republic,0.0,False,6.0,5.0,9.0,7.0,6.0,8.0,3.0,"[6, 5, 9, 7, 6, 8, 3]"
17,Dominican Republic,0.0,False,6.0,5.0,7.0,6.0,4.0,3.0,6.0,"[6, 5, 7, 6, 4, 3, 6]"
18,Dominican Republic,0.0,False,6.0,5.0,7.0,6.0,5.0,3.0,4.0,"[6, 5, 7, 6, 5, 3, 4]"
19,Dominican Republic,0.0,False,8.0,6.0,9.0,7.0,8.0,6.0,3.0,"[8, 6, 9, 7, 8, 6, 3]"
20,Dominican Republic,0.0,False,3.0,2.0,5.0,4.0,3.0,1.0,8.0,"[3, 2, 5, 4, 3, 1, 8]"
1,Norway,0.0,False,8.0,7.0,9.0,8.0,9.0,6.0,3.0,"[8, 7, 9, 8, 9, 6, 3]"
2,Norway,0.0,False,8.0,7.0,9.0,8.0,8.0,6.0,5.0,"[8, 7, 9, 8, 8, 6, 5]"
3,Norway,0.0,False,7.0,6.0,9.0,8.0,8.0,6.0,3.0,"[7, 6, 9, 8, 8, 6, 3]"
4,Norway,0.0,False,8.0,7.0,9.0,8.0,8.0,6.0,5.0,"[8, 7, 9, 8, 8, 6, 5]"
5,Norway,0.0,False,7.0,6.0,9.0,7.0,6.0,5.0,3.0,"[7, 6, 9, 7, 6, 5, 3]"
6,Norway,0.0,False,7.0,6.0,9.0,8.0,9.0,4.0,6.0,"[7, 6, 9, 8, 9, 4, 6]"
7,Norway,0.0,False,6.0,7.0,8.0,6.0,7.0,5.0,3.0,"[6, 7, 8, 6, 7, 5, 3]"
8,Norway,0.0,False,7.0,8.0,6.0,7.0,8.0,5.0,3.0,"[7, 8, 6, 7, 8, 5, 3]"
9,Norway,0.0,False,8.0,7.0,10.0,7.0,8.0,6.0,3.0,"[8, 7, 10, 7, 8, 6, 3]"
10,Norway,0.0,False,7.0,5.0,8.0,7.0,9.0,6.0,3.0,"[7, 5, 8, 7, 9, 6, 3]"
11,Norway,0.0,False,6.0,7.0,8.0,6.0,5.0,6.0,3.0,"[6, 7, 8, 6, 5, 6, 3]"
12,Norway,0.0,False,7.0,6.0,9.0,8.0,6.0,4.0,7.0,"[7, 6, 9, 8, 6, 4, 7]"
13,Norway,0.0,False,7.0,6.0,9.0,7.0,8.0,5.0,3.0,"[7, 6, 9, 7, 8, 5, 3]"
14,Norway,0.0,False,7.0,5.0,8.0,7.0,8.0,6.0,7.0,"[7, 5, 8, 7, 8, 6, 7]"
15,Norway,0.0,False,8.0,7.0,9.0,8.0,8.0,6.0,5.0,"[8, 7, 9, 8, 8, 6, 5]"
16,Norway,0.0,False,7.0,6.0,9.0,7.0,8.0,6.0,5.0,"[7, 6, 9, 7, 8, 6, 5]"
17,Norway,0.0,False,6.0,5.0,7.0,6.0,4.0,3.0,6.0,"[6, 5, 7, 6, 4, 3, 6]"
18,Norway,0.0,False,6.0,5.0,7.0,6.0,5.0,4.0,6.0,"[6, 5, 7, 6, 5, 4, 6]"
19,Norway,0.0,False,8.0,7.0,9.0,8.0,9.0,6.0,5.0,"[8, 7, 9, 8, 9, 6, 5]"
20,Norway,0.0,False,4.0,3.0,6.0,5.0,4.0,2.0,5.0,"[4, 3, 6, 5, 4, 2, 5]"
1,Egypt,0.0,False,7.0,5.0,9.0,7.0,8.0,6.0,3.0,"[7, 5, 9, 7, 8, 6, 3]"
2,Egypt,0.0,False,7.0,5.0,9.0,7.0,6.0,8.0,3.0,"[7, 5, 9, 7, 6, 8, 3]"
3,Egypt,0.0,False,6.0,5.0,8.0,7.0,6.0,4.0,3.0,"[6, 5, 8, 7, 6, 4, 3]"
4,Egypt,0.0,False,7.0,5.0,9.0,7.0,8.0,6.0,3.0,"[7, 5, 9, 7, 8, 6, 3]"
5,Egypt,0.0,False,6.0,5.0,8.0,7.0,6.0,4.0,3.0,"[6, 5, 8, 7, 6, 4, 3]"
6,Egypt,0.0,False,6.0,5.0,8.0,7.0,8.0,3.0,4.0,"[6, 5, 8, 7, 8, 3, 4]"
7,Egypt,0.0,False,6.0,5.0,8.0,6.0,5.0,3.0,2.0,"[6, 5, 8, 6, 5, 3, 2]"
8,Egypt,0.0,False,7.0,6.0,7.0,7.0,8.0,5.0,3.0,"[7, 6, 7, 7, 8, 5, 3]"
9,Egypt,0.0,False,8.0,5.0,10.0,6.0,7.0,3.0,2.0,"[8, 5, 10, 6, 7, 3, 2]"
10,Egypt,0.0,False,6.0,5.0,7.0,6.0,8.0,4.0,3.0,"[6, 5, 7, 6, 8, 4, 3]"
11,Egypt,0.0,False,6.0,5.0,7.0,6.0,5.0,6.0,3.0,"[6, 5, 7, 6, 5, 6, 3]"
12,Egypt,0.0,False,6.0,5.0,9.0,7.0,6.0,4.0,3.0,"[6, 5, 9, 7, 6, 4, 3]"
13,Egypt,0.0,False,6.0,5.0,8.0,6.0,7.0,4.0,3.0,"[6, 5, 8, 6, 7, 4, 3]"
14,Egypt,0.0,False,6.0,5.0,8.0,7.0,6.0,7.0,3.0,"[6, 5, 8, 7, 6, 7, 3]"
15,Egypt,0.0,False,6.0,5.0,9.0,7.0,6.0,4.0,3.0,"[6, 5, 9, 7, 6, 4, 3]"
16,Egypt,0.0,False,6.0,5.0,9.0,6.0,7.0,8.0,3.0,"[6, 5, 9, 6, 7, 8, 3]"
17,Egypt,0.0,False,5.0,4.0,7.0,6.0,5.0,3.0,2.0,"[5, 4, 7, 6, 5, 3, 2]"
18,Egypt,0.0,False,6.0,5.0,7.0,6.0,5.0,4.0,3.0,"[6, 5, 7, 6, 5, 4, 3]"
19,Egypt,0.0,False,7.0,5.0,8.0,7.0,6.0,5.0,3.0,"[7, 5, 8, 7, 6, 5, 3]"
20,Egypt,0.0,False,3.0,2.0,5.0,4.0,3.0,1.0,2.0,"[3, 2, 5, 4, 3, 1, 2]"
1,Swaziland,0.0,False,7.0,6.0,9.0,8.0,7.0,5.0,3.0,"[7, 6, 9, 8, 7, 5, 3]"
2,Swaziland,0.0,False,7.0,5.0,9.0,7.0,8.0,6.0,3.0,"[7, 5, 9, 7, 8, 6, 3]"
3,Swaziland,0.0,False,7.0,5.0,9.0,6.0,8.0,4.0,3.0,"[7, 5, 9, 6, 8, 4, 3]"
4,Swaziland,0.0,False,7.0,5.0,9.0,7.0,8.0,6.0,3.0,"[7, 5, 9, 7, 8, 6, 3]"
5,Swaziland,0.0,False,6.0,5.0,8.0,7.0,6.0,4.0,3.0,"[6, 5, 8, 7, 6, 4, 3]"
6,Swaziland,0.0,False,6.0,5.0,8.0,7.0,8.0,3.0,4.0,"[6, 5, 8, 7, 8, 3, 4]"
7,Swaziland,0.0,False,6.0,5.0,8.0,6.0,7.0,4.0,3.0,"[6, 5, 8, 6, 7, 4, 3]"
8,Swaziland,0.0,False,6.0,5.0,7.0,6.0,8.0,4.0,3.0,"[6, 5, 7, 6, 8, 4, 3]"
9,Swaziland,0.0,False,8.0,5.0,10.0,6.0,8.0,4.0,3.0,"[8, 5, 10, 6, 8, 4, 3]"
10,Swaziland,0.0,False,6.0,5.0,7.0,6.0,8.0,4.0,3.0,"[6, 5, 7, 6, 8, 4, 3]"
11,Swaziland,0.0,False,6.0,5.0,7.0,6.0,5.0,8.0,3.0,"[6, 5, 7, 6, 5, 8, 3]"
12,Swaziland,0.0,False,6.0,5.0,8.0,7.0,6.0,4.0,3.0,"[6, 5, 8, 7, 6, 4, 3]"
13,Swaziland,0.0,False,6.0,5.0,7.0,6.0,8.0,4.0,3.0,"[6, 5, 7, 6, 8, 4, 3]"
14,Swaziland,0.0,False,7.0,5.0,8.0,7.0,6.0,5.0,3.0,"[7, 5, 8, 7, 6, 5, 3]"
15,Swaziland,0.0,False,7.0,5.0,9.0,7.0,6.0,8.0,3.0,"[7, 5, 9, 7, 6, 8, 3]"
16,Swaziland,0.0,False,6.0,5.0,8.0,6.0,7.0,6.0,3.0,"[6, 5, 8, 6, 7, 6, 3]"
17,Swaziland,0.0,False,5.0,4.0,7.0,6.0,5.0,3.0,2.0,"[5, 4, 7, 6, 5, 3, 2]"
18,Swaziland,0.0,False,6.0,5.0,7.0,6.0,5.0,4.0,3.0,"[6, 5, 7, 6, 5, 4, 3]"
19,Swaziland,0.0,False,7.0,6.0,8.0,7.0,7.0,5.0,4.0,"[7, 6, 8, 7, 7, 5, 4]"
20,Swaziland,0.0,False,3.0,2.0,5.0,4.0,3.0,1.0,2.0,"[3, 2, 5, 4, 3, 1, 2]"
1,Ecuador,0.0,False,7.0,6.0,9.0,8.0,7.0,5.0,4.0,"[7, 6, 9, 8, 7, 5, 4]"
2,Ecuador,0.0,False,7.0,5.0,9.0,7.0,8.0,6.0,3.0,"[7, 5, 9, 7, 8, 6, 3]"
3,Ecuador,0.0,False,7.0,5.0,9.0,7.0,6.0,4.0,3.0,"[7, 5, 9, 7, 6, 4, 3]"
4,Ecuador,0.0,False,7.0,5.0,9.0,7.0,8.0,6.0,3.0,"[7, 5, 9, 7, 8, 6, 3]"
5,Ecuador,0.0,False,7.0,5.0,8.0,6.0,7.0,4.0,3.0,"[7, 5, 8, 6, 7, 4, 3]"
6,Ecuador,0.0,False,6.0,5.0,9.0,7.0,8.0,3.0,2.0,"[6, 5, 9, 7, 8, 3, 2]"
7,Ecuador,0.0,False,6.0,5.0,7.0,6.0,5.0,3.0,4.0,"[6, 5, 7, 6, 5, 3, 4]"
8,Ecuador,0.0,False,7.0,6.0,7.0,8.0,8.0,4.0,3.0,"[7, 6, 7, 8, 8, 4, 3]"
9,Ecuador,0.0,False,8.0,6.0,10.0,7.0,8.0,5.0,3.0,"[8, 6, 10, 7, 8, 5, 3]"
10,Ecuador,0.0,False,7.0,5.0,8.0,7.0,9.0,6.0,3.0,"[7, 5, 8, 7, 9, 6, 3]"
11,Ecuador,0.0,False,6.0,5.0,7.0,6.0,5.0,6.0,3.0,"[6, 5, 7, 6, 5, 6, 3]"
12,Ecuador,0.0,False,6.0,5.0,9.0,7.0,6.0,4.0,3.0,"[6, 5, 9, 7, 6, 4, 3]"
13,Ecuador,0.0,False,7.0,5.0,8.0,6.0,7.0,4.0,3.0,"[7, 5, 8, 6, 7, 4, 3]"
14,Ecuador,0.0,False,7.0,5.0,8.0,7.0,6.0,5.0,3.0,"[7, 5, 8, 7, 6, 5, 3]"
15,Ecuador,0.0,False,7.0,5.0,9.0,6.0,8.0,6.0,3.0,"[7, 5, 9, 6, 8, 6, 3]"
16,Ecuador,0.0,False,6.0,5.0,9.0,7.0,6.0,8.0,3.0,"[6, 5, 9, 7, 6, 8, 3]"
17,Ecuador,0.0,False,5.0,4.0,7.0,6.0,5.0,3.0,2.0,"[5, 4, 7, 6, 5, 3, 2]"
18,Ecuador,0.0,False,6.0,5.0,7.0,6.0,5.0,4.0,3.0,"[6, 5, 7, 6, 5, 4, 3]"
19,Ecuador,0.0,False,7.0,6.0,9.0,8.0,7.0,6.0,3.0,"[7, 6, 9, 8, 7, 6, 3]"
20,Ecuador,0.0,False,3.0,2.0,5.0,4.0,3.0,1.0,8.0,"[3, 2, 5, 4, 3, 1, 8]"
1,Tanzania,0.5,True,7.0,6.0,8.0,7.0,8.0,5.0,4.0,"[7, 6, 8, 7, 8, 5, 4]"
2,Tanzania,0.5,True,7.0,6.0,9.0,7.0,8.0,6.0,5.0,"[7, 6, 9, 7, 8, 6, 5]"
3,Tanzania,0.5,True,7.0,5.0,9.0,8.0,6.0,3.0,4.0,"[7, 5, 9, 8, 6, 3, 4]"
4,Tanzania,0.5,True,7.0,6.0,9.0,7.0,8.0,6.0,5.0,"[7, 6, 9, 7, 8, 6, 5]"
5,Tanzania,0.5,True,6.0,5.0,8.0,7.0,6.0,3.0,4.0,"[6, 5, 8, 7, 6, 3, 4]"
6,Tanzania,0.5,True,6.0,5.0,9.0,7.0,8.0,3.0,4.0,"[6, 5, 9, 7, 8, 3, 4]"
7,Tanzania,0.5,True,6.0,5.0,7.0,6.0,7.0,3.0,4.0,"[6, 5, 7, 6, 7, 3, 4]"
8,Tanzania,0.5,True,7.0,6.0,7.0,8.0,8.0,6.0,5.0,"[7, 6, 7, 8, 8, 6, 5]"
9,Tanzania,0.5,True,8.0,6.0,9.0,6.0,7.0,5.0,4.0,"[8, 6, 9, 6, 7, 5, 4]"
10,Tanzania,0.5,True,6.0,5.0,7.0,6.0,8.0,3.0,5.0,"[6, 5, 7, 6, 8, 3, 5]"
11,Tanzania,0.5,True,6.0,5.0,7.0,6.0,5.0,6.0,3.0,"[6, 5, 7, 6, 5, 6, 3]"
12,Tanzania,0.5,True,7.0,5.0,8.0,7.0,6.0,5.0,4.0,"[7, 5, 8, 7, 6, 5, 4]"
13,Tanzania,0.5,True,6.0,5.0,8.0,7.0,6.0,4.0,3.0,"[6, 5, 8, 7, 6, 4, 3]"
14,Tanzania,0.5,True,7.0,5.0,8.0,7.0,6.0,5.0,3.0,"[7, 5, 8, 7, 6, 5, 3]"
15,Tanzania,0.5,True,7.0,5.0,9.0,7.0,8.0,6.0,3.0,"[7, 5, 9, 7, 8, 6, 3]"
16,Tanzania,0.5,True,6.0,5.0,7.0,6.0,7.0,8.0,3.0,"[6, 5, 7, 6, 7, 8, 3]"
17,Tanzania,0.5,True,6.0,5.0,7.0,6.0,4.0,2.0,3.0,"[6, 5, 7, 6, 4, 2, 3]"
18,Tanzania,0.5,True,6.0,5.0,7.0,6.0,5.0,4.0,3.0,"[6, 5, 7, 6, 5, 4, 3]"
19,Tanzania,0.5,True,8.0,6.0,7.0,8.0,7.0,6.0,4.0,"[8, 6, 7, 8, 7, 6, 4]"
20,Tanzania,0.5,True,3.0,2.0,5.0,4.0,3.0,0.0,7.0,"[3, 2, 5, 4, 3, 0, 7]"
1,Cameroon,0.5,True,7.0,6.0,9.0,8.0,7.0,5.0,4.0,"[7, 6, 9, 8, 7, 5, 4]"
2,Cameroon,0.5,True,7.0,5.0,8.0,7.0,6.0,8.0,4.0,"[7, 5, 8, 7, 6, 8, 4]"
3,Cameroon,0.5,True,7.0,5.0,8.0,7.0,6.0,3.0,4.0,"[7, 5, 8, 7, 6, 3, 4]"
4,Cameroon,0.5,True,7.0,5.0,9.0,7.0,8.0,6.0,3.0,"[7, 5, 9, 7, 8, 6, 3]"
